name,lastCommitSHA,guideline_path,guideline_url,guideline_evidence,artifact_path
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpMinMax.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpMinMax.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpMinMax.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpMultiplier.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpMultiplier.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpMultiplier.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpNegator.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpNegator.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpNegator.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpRound.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpRound.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpRound.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpSquareRoot.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpSquareRoot.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpSquareRoot.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpSubtractor.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpSubtractor.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpSubtractor.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpToFp.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpToFp.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpToFp.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpToInt.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpToInt.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpToInt.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/FpTrigonometry.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpTrigonometry.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/FpTrigonometry.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/arith/floating/IntToFp.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/IntToFp.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/arith/floating/IntToFp.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/base/BaseLibrary.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/base/BaseLibrary.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/base/BaseLibrary.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/base/Text.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/base/Text.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/base/Text.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/bfh/BcdToSevenSegmentDisplay.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/bfh/BcdToSevenSegmentDisplay.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/bfh/BcdToSevenSegmentDisplay.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/bfh/BfhLibrary.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/bfh/BfhLibrary.java,Identifier value must MUST be unique string among all libraries.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/bfh/BfhLibrary.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/bfh/BinToBcd.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/bfh/BinToBcd.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/bfh/BinToBcd.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/gates/Buffer.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/gates/Buffer.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/gates/Buffer.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/gates/GatesLibrary.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/gates/GatesLibrary.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/gates/GatesLibrary.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/gates/NotGate.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/gates/NotGate.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/gates/NotGate.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/gates/Pla.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/gates/Pla.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/gates/Pla.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/hdl/BlifCircuitComponent.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/hdl/BlifCircuitComponent.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/hdl/BlifCircuitComponent.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/hdl/HdlLibrary.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/hdl/HdlLibrary.java,Identifier value must MUST be unique string among all libraries.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/hdl/HdlLibrary.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/hdl/VhdlEntityComponent.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/hdl/VhdlEntityComponent.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/hdl/VhdlEntityComponent.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/Button.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Button.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Button.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/DipSwitch.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/DipSwitch.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/DipSwitch.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/DotMatrix.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/DotMatrix.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/DotMatrix.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/HexDigit.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/HexDigit.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/HexDigit.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/IoLibrary.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/IoLibrary.java,Identifier value must MUST be unique string among all libraries.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/IoLibrary.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/Joystick.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Joystick.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Joystick.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/Keyboard.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Keyboard.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Keyboard.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/Led.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Led.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Led.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/LedBar.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/LedBar.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/LedBar.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/PortIo.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/PortIo.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/PortIo.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/RealTimeClock.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/RealTimeClock.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/RealTimeClock.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/ReptarLocalBus.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/ReptarLocalBus.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/ReptarLocalBus.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/RgbLed.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/RgbLed.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/RgbLed.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/SevenSegment.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/SevenSegment.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/SevenSegment.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/Telnet.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Telnet.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Telnet.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/Tty.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Tty.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Tty.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/Video.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Video.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/Video.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/extra/Buzzer.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/Buzzer.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/Buzzer.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/extra/DigitalOscilloscope.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/DigitalOscilloscope.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/DigitalOscilloscope.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/extra/ExtraIoLibrary.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/ExtraIoLibrary.java,Identifier value must MUST be unique string among all libraries.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/ExtraIoLibrary.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/extra/PlaRom.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/PlaRom.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/PlaRom.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/extra/ProgrammableGenerator.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/ProgrammableGenerator.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/ProgrammableGenerator.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/extra/Slider.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/Slider.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/Slider.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/io/extra/Switch.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/Switch.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/io/extra/Switch.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/Counter.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Counter.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Counter.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/DFlipFlop.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/DFlipFlop.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/DFlipFlop.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/DualRam.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/DualRam.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/DualRam.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/JKFlipFlop.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/JKFlipFlop.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/JKFlipFlop.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/MemoryLibrary.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/MemoryLibrary.java,Identifier value must MUST be unique string among all libraries.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/MemoryLibrary.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/Ram.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Ram.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Ram.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/Random.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Random.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Random.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/Register.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Register.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Register.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/Rom.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Rom.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/Rom.java
logisim-evolution/logisim-evolution,7a0ab419d82884a99e276119ab01893b487ab87a,src/main/java/com/cburch/logisim/std/memory/SRFlipFlop.java,https://github.com/logisim-evolution/logisim-evolution/blob/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/SRFlipFlop.java,Identifier value must MUST be unique string among all tools.,guideline-files/logisim-evolution/logisim-evolution/7a0ab419d82884a99e276119ab01893b487ab87a/src/main/java/com/cburch/logisim/std/memory/SRFlipFlop.java
